epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
52,0.8783653974533081,8.000000889296643e-06,0.30844631791114807,0.8968609571456909,0.2713395953178406
53,0.8836538195610046,8.000000889296643e-06,0.3202148377895355,0.8957399129867554,0.2717799246311188
54,0.8860576748847961,8.000000889296643e-06,0.30209189653396606,0.8991031646728516,0.27148300409317017
55,0.8903846144676208,8.000000889296643e-06,0.2984136641025543,0.8991031646728516,0.27018558979034424
56,0.8903846144676208,1.6000001323845936e-06,0.31023016571998596,0.8979820609092712,0.26921936869621277
57,0.887499988079071,1.6000001323845936e-06,0.3092620372772217,0.8957399129867554,0.2680872678756714
58,0.8778846263885498,1.6000001323845936e-06,0.3048133850097656,0.894618809223175,0.26816681027412415
59,0.8826923370361328,1.6000001323845936e-06,0.30585330724716187,0.8968609571456909,0.26792389154434204
60,0.8879807591438293,1.6000001323845936e-06,0.3076968789100647,0.9002242088317871,0.26777592301368713
61,0.8831730484962463,9.999999974752427e-07,0.3135314881801605,0.8979820609092712,0.26767322421073914
62,0.8802884817123413,9.999999974752427e-07,0.3102934956550598,0.894618809223175,0.267513632774353
63,0.8894230723381042,9.999999974752427e-07,0.294986754655838,0.8968609571456909,0.26750004291534424
64,0.8850961327552795,9.999999974752427e-07,0.3175343871116638,0.8991031646728516,0.2673593759536743
65,0.8807692527770996,9.999999974752427e-07,0.3184702694416046,0.9002242088317871,0.2672819495201111
66,0.8884615302085876,9.999999974752427e-07,0.3159796893596649,0.8968609571456909,0.26713770627975464
67,0.8865384459495544,9.999999974752427e-07,0.30425992608070374,0.8979820609092712,0.2673151195049286
68,0.8826923370361328,9.999999974752427e-07,0.3005125820636749,0.8968609571456909,0.2674633860588074
69,0.879807710647583,9.999999974752427e-07,0.2999507784843445,0.8968609571456909,0.2669643461704254
70,0.8951923251152039,9.999999974752427e-07,0.3023892641067505,0.8957399129867554,0.2669329345226288
71,0.8841345906257629,9.999999974752427e-07,0.30376678705215454,0.8968609571456909,0.2672789692878723
72,0.8812500238418579,9.999999974752427e-07,0.30846476554870605,0.8979820609092712,0.26717302203178406
73,0.8879807591438293,9.999999974752427e-07,0.3037016689777374,0.8979820609092712,0.26784855127334595
74,0.887499988079071,9.999999974752427e-07,0.3021533191204071,0.8968609571456909,0.2678830325603485
75,0.8947115540504456,9.999999974752427e-07,0.29915758967399597,0.8979820609092712,0.2678694427013397
76,0.8927884697914124,9.999999974752427e-07,0.2917129397392273,0.8957399129867554,0.2673748731613159
77,0.8913461565971375,9.999999974752427e-07,0.29042989015579224,0.8957399129867554,0.2674768269062042
78,0.8826923370361328,9.999999974752427e-07,0.30487459897994995,0.8968609571456909,0.2674640715122223
79,0.8865384459495544,9.999999974752427e-07,0.2973630726337433,0.8968609571456909,0.2672015428543091
80,0.8903846144676208,9.999999974752427e-07,0.30284273624420166,0.8968609571456909,0.26710906624794006
